,title,author,imagelist,best
1640,Roadside Crosses,Jeffery Deaver,Roadside Crosses.jpg,1
1641,KnockOut,Catherine Coulter,KnockOut.jpg,1
1642,The Neighbor,Lisa Gardner,The Neighbor.jpg,1
1643,Dune Road,Jane Green,Dune Road.jpg,1
1644,A Rogue of My Own,Johanna Lindsey,A Rogue of My Own.jpg,1
1645,The Doomsday Key,James Rollins,The Doomsday Key.jpg,1
1646,Omen: Star Wars Legends (Fate of the Jedi),Christie Golden,Omen: Star Wars Legends (Fate of the Jedi).jpg,1
1647,The Fixer Upper,Mary Kay Andrews,The Fixer Upper.jpg,1
1648,Swimsuit,James Patterson,Swimsuit.jpg,1
1649,The Apostle,Brad Thor,The Apostle.jpg,1
1650,A Plague of Secrets,John Lescroart,A Plague of Secrets.jpg,1
1651,Return to Sullivans Island LP,Dorothea Benton Frank,Return to Sullivans Island LP.jpg,1
1652,BLACK HILLS,NORA ROBERTS,BLACK HILLS.jpg,1
1653,Burn,Linda Howard,Burn.jpg,1
1654,The Castaways,Elin Hilderbrand,The Castaways.jpg,1
1655,By Heresies Distressed,David Weber,By Heresies Distressed.jpg,1
1656,The Crowning Glory of Calla Lily Ponder LP,Rebecca Wells,The Crowning Glory of Calla Lily Ponder LP.jpg,1
1657,Best Friends Forever,Jennifer Weiner,Best Friends Forever.jpg,1
1658,Rain Gods,James Lee Burke,Rain Gods.jpg,1
1659,Guardian of Lies with Bonus Material,Steve Martini,Guardian of Lies with Bonus Material.jpg,1
1660,Undone,Karin Slaughter,Undone.jpg,1
1661,The Defector,Daniel Silva,The Defector.jpg,1
1662,Twenties Girl,Sophie Kinsella,Twenties Girl.jpg,1
1663,Storm Cycle,Iris Johansen,Storm Cycle.jpg,1
1664,The Girl Who Played with Fire,Stieg Larsson,The Girl Who Played with Fire.jpg,1
1665,Hot Pursuit,Suzanne Brockmann,Hot Pursuit.jpg,1
1666,Bad Moon Rising,Sherrilyn Kenyon,Bad Moon Rising.jpg,1
1667,That Old Cape Magic,Richard Russo,That Old Cape Magic.jpg,1
1668,Inherent Vice,Thomas Pynchon,Inherent Vice.jpg,1
1669,The Traffickers,W.E.B. Griffin,The Traffickers.jpg,1
1670,Rules of Vengeance,Christopher Reich,Rules of Vengeance.jpg,1
1671,The Winds of Dune,Brian Herbert,The Winds of Dune.jpg,1
1672,Dragons of the Hourglass Mage,Margaret Weis,Dragons of the Hourglass Mage.jpg,1
1673,South of Broad,Pat Conroy,South of Broad.jpg,1
1674,Smash Cut,Sandra Brown,Smash Cut.jpg,1
1675,The Eleventh Victim,Nancy Grace,The Eleventh Victim.jpg,1
1676,The Magicians,Lev Grossman,The Magicians.jpg,1
1677,Blindman's Bluff,Faye Kellerman,Blindman's Bluff.jpg,1
1678,Intervention,Chad Hepler ~autofilled~,Intervention.jpg,1
1679,The White Queen,Philippa Gregory,The White Queen.jpg,1
1680,Dreamfever,Karen Marie Moning,Dreamfever.jpg,1
1681,Abyss: Star Wars Legends (Fate of the Jedi),Troy Denning,Abyss: Star Wars Legends (Fate of the Jedi).jpg,1
1682,The Law of Nines,Terry Goodkind,The Law of Nines.jpg,1
1683,Vanished,Joseph Finder,Vanished.jpg,1
1684,A Princess of Landover,Terry Brooks,A Princess of Landover.jpg,1
1685,206 Bones,Kathy Reichs,206 Bones.jpg,1
1686,Even Money,Dick Francis,Even Money.jpg,1
1687,The Sword of the Lady,S. M. Stirling,The Sword of the Lady.jpg,1
1688,Resurrecting Midnight,Eric Jerome Dickey,Resurrecting Midnight.jpg,1
1689,Dark Slayer,Christine Feehan,Dark Slayer.jpg,1
1690,Spartan Gold,Clive Cussler,Spartan Gold.jpg,1
1691,Homer: A Very Short Introduction,Barbara Graziosi,Homer: A Very Short Introduction.jpg,1
1692,A Gate at the Stairs,Lorrie Moore,A Gate at the Stairs.jpg,1
1693,The Spire,Richard North Patterson,The Spire.jpg,1
1694,Evil at Heart,Chelsea Cain,Evil at Heart.jpg,1
1695,Green,Ted Dekker,Green.jpg,1
1696,The Last Song,Nicholas Sparks,The Last Song.jpg,1
1697,Dexter by Design,Jeff Lindsay,Dexter by Design.jpg,1
1698,The Golden City,John Twelve Hawks,The Golden City.jpg,1
1699,Day After Night,Anita Diamant,Day After Night.jpg,1
1700,The Lost Symbol,Dan Brown,The Lost Symbol.jpg,1
1701,The War After Armageddon,Ralph Peters,The War After Armageddon.jpg,1
1702,An Echo in the Bone,Diana Gabaldon,An Echo in the Bone.jpg,1
1703,Hothouse Orchid,Stuart Woods,Hothouse Orchid.jpg,1
1704,The Year of the Flood,Margaret Atwood,The Year of the Flood.jpg,1
1705,Hardball,Sara Paretsky,Hardball.jpg,1
1706,A Change in Altitude,Anita Shreve,A Change in Altitude.jpg,1
1707,The Lost Art of Gratitude,Alexander McCall Smith,The Lost Art of Gratitude.jpg,1
1708,Mama Dearest,E. Lynn Harris,Mama Dearest.jpg,1
1709,Blood's a Rover,James Ellroy,Blood's a Rover.jpg,1
1710,The Brutal Telling,Louise Penny,The Brutal Telling.jpg,1
1711,Rough Country,John Sandford,Rough Country.jpg,1
1712,Her Fearful Symmetry,Audrey Niffenegger,Her Fearful Symmetry.jpg,1
1713,Christmas in Seattle: Christmas Letters   The Perfect Christmas,Debbie Macomber,Christmas in Seattle: Christmas Letters   The Perfect Christmas.jpg,1
1714,Frostbitten,Kelley Armstrong,Frostbitten.jpg,1
1715,Lakeshore Christmas,Susan Wiggs,Lakeshore Christmas.jpg,1
1716,Plum Pudding Murder,Joanne Fluke,Plum Pudding Murder.jpg,1
1717,A Touch of Dead,Charlaine Harris,A Touch of Dead.jpg,1
1718,The Professional,Robert B. Parker,The Professional.jpg,1
1719,Evidence,Jonathan Kellerman,Evidence.jpg,1
1720,Half Broke Horses,Jeannette Walls,Half Broke Horses.jpg,1
1721,The Ghost King,R.A. Salvatore,The Ghost King.jpg,1
1722,The Christmas List,Richard Paul Evans,The Christmas List.jpg,1
1723,Pursuit of Honor,Vince Flynn,Pursuit of Honor.jpg,1
1724,Nine Dragons,Michael Connelly,Nine Dragons.jpg,1
1725,Heat Wave,Richard Castle,Heat Wave.jpg,1
1726,Death Troopers: Star Wars Legends,Joe Schreiber,Death Troopers: Star Wars Legends.jpg,1
1727,Wolf Hall,Hilary Mantel,Wolf Hall.jpg,1
1728,Deep Kiss of Winter,Kresley Cole,Deep Kiss of Winter.jpg,1
1729,And Another Thing...,Eoin Colfer,And Another Thing....jpg,1
1730,The Scarpetta Factor,Patricia Cornwell,The Scarpetta Factor.jpg,1
1731,Southern Lights,Danielle Steel,Southern Lights.jpg,1
1732,Blood Game,Iris Johansen,Blood Game.jpg,1
1733,To Try Men's Souls,Newt Gingrich,To Try Men's Souls.jpg,1
1734,The Gathering Storm,Robert Jordan,The Gathering Storm.jpg,1
1735,True Blue,David Baldacci,True Blue.jpg,1
1736,Last Night in Twisted River,John Irving,Last Night in Twisted River.jpg,1
1737,Grave Secret,Charlaine Harris,Grave Secret.jpg,1
1738,Angel Time,Anne Rice,Angel Time.jpg,1
1739,Ford County,John Grisham,Ford County.jpg,1
1740,Kindred In Death,J. D. Robb,Kindred In Death.jpg,1
1741,The Lacuna,Barbara Kingsolver,The Lacuna.jpg,1
1742,No Less Than Victory,Jeff Shaara,No Less Than Victory.jpg,1
1743,Rainwater,Sandra Brown,Rainwater.jpg,1
1744,Knit the Season,Kate Jacobs,Knit the Season.jpg,1
1745,Under the Dome: Part 1,Stephen King,Under the Dome: Part 1.jpg,1
1746,Ice,Linda Howard,Ice.jpg,1
1747,New York: The Novel,Edward Rutherfurd,New York: The Novel.jpg,1
1748,Wishin' and Hopin',Wally Lamb,Wishin' and Hopin'.jpg,1
1749,Cross Fire,James Patterson,Cross Fire.jpg,1
1750,The Wrecker,Clive Cussler,The Wrecker.jpg,1
1751,Pirate Latitudes,Michael Crichton,Pirate Latitudes.jpg,1
1752,Breathless,Dean Koontz,Breathless.jpg,1
1753,U is for Undertow,Sue Grafton,U is for Undertow.jpg,1
1754,The Paris Vendetta,Steve Berry,The Paris Vendetta.jpg,1
1755,Divine Misdemeanors,Laurell K. Hamilton,Divine Misdemeanors.jpg,1
1756,Rule of Two: Star Wars Legends (Darth Bane),Drew Karpyshyn,Rule of Two: Star Wars Legends (Darth Bane).jpg,1
1757,Sizzle,Julie Garwood,Sizzle.jpg,1
1758,Fired Up,Jayne Ann Krentz,Fired Up.jpg,1
1759,The Honor of Spies,W. E. B. Griffin,The Honor of Spies.jpg,1
1760,Deeper Than the Dead,Tami Hoag,Deeper Than the Dead.jpg,1
1761,Altar of Eden,James Rollins,Altar of Eden.jpg,1
1762,"I, Sniper",Stephen Hunter,"I, Sniper.jpg",1
1763,Days of Gold,Jude Deveraux,Days of Gold.jpg,1
1764,Impact,Douglas Preston,Impact.jpg,1
1765,Not My Daughter,Barbara Delinsky,Not My Daughter.jpg,1
1766,The First Rule,Robert Crais,The First Rule.jpg,1
1767,The Swan Thieves,Elizabeth Kostova,The Swan Thieves.jpg,1
1768,Treasure Hunt,John Lescroart,Treasure Hunt.jpg,1
1769,Roses,Leila Meacham,Roses.jpg,1
1770,Kisser,Stuart Woods,Kisser.jpg,1
1771,The Burning Land,Bernard Cornwell,The Burning Land.jpg,1
1772,The Wolf at the Door,Jack Higgins,The Wolf at the Door.jpg,1
1773,Blood Ties,Kay Hooper,Blood Ties.jpg,1
1774,Gator A-Go-Go,Tim Dorsey,Gator A-Go-Go.jpg,1
1775,Worst Case,James Patterson,Worst Case.jpg,1
1776,Flirt,Laurell K. Hamilton,Flirt.jpg,1
1777,Winter Garden,Kristin Hannah,Winter Garden.jpg,1
1778,Secrets of Eden,Chris Bohjalian,Secrets of Eden.jpg,1
1779,Poor Little Bitch Girl,Jackie Collins,Poor Little Bitch Girl.jpg,1
1780,"Brava, Valentine",Adriana Trigiani,"Brava, Valentine.jpg",1
1781,The Postmistress,Sarah Blake,The Postmistress.jpg,1
1782,The Midnight House,Alex Berenson,The Midnight House.jpg,1
1783,A Dark Matter,Peter Straub,A Dark Matter.jpg,1
1784,The Man from Beijing,Henning Mankell,The Man from Beijing.jpg,1
1785,The Three Weissmanns of Westport,Cathleen Schine,The Three Weissmanns of Westport.jpg,1
1786,Horns,Joe Hill,Horns.jpg,1
1787,The Last Surgeon,Michael Palmer,The Last Surgeon.jpg,1
1788,Fantasy in Death,J. D. Robb,Fantasy in Death.jpg,1
1789,Black Magic Sanction,Kim Harrison,Black Magic Sanction.jpg,1
1790,Split Image,Robert B. Parker,Split Image.jpg,1
1791,Big Girl,Danielle Steel,Big Girl.jpg,1
1792,Apple Turnover Murder,Joanne Fluke,Apple Turnover Murder.jpg,1
1793,House Rules,Jodi Picoult,House Rules.jpg,1
1794,Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith,Abraham Lincoln: Vampire Hunter.jpg,1
1795,The Silent Sea,Clive Cussler,The Silent Sea.jpg,1
1796,Backlash,Aaron Allston,Backlash.jpg,1
1797,Deep Shadow,Randy Wayne White,Deep Shadow.jpg,1
1798,Angelology,Danielle Trussoni,Angelology.jpg,1
1799,Hell Gate,Linda Fairstein,Hell Gate.jpg,1
1800,The Surrendered,Chang-rae Lee,The Surrendered.jpg,1
1801,Think Twice,Lisa Scottoline,Think Twice.jpg,1
1802,The Girl who Chased the Moon,Sarah Addison Allen,The Girl who Chased the Moon.jpg,1
1803,Her Mother's Hope,Francine Rivers,Her Mother's Hope.jpg,1
1804,The Spellmans Strike Again,Lisa Lutz,The Spellmans Strike Again.jpg,1
1805,Caught,Harlan Coben,Caught.jpg,1
1806,Bite Me,Christopher Moore,Bite Me.jpg,1
1807,Matterhorn,Karl Marlantes,Matterhorn.jpg,1
1808,Shattered,Karen Robards,Shattered.jpg,1
1809,The Mapping of Love and Death,Jacqueline Winspear,The Mapping of Love and Death.jpg,1
1810,Silver Borne,Patricia Briggs,Silver Borne.jpg,1
1811,Deception,Jonathan Kellerman,Deception.jpg,1
1812,Solar,Ian McEwan,Solar.jpg,1
1813,Without Mercy,Lisa Jackson,Without Mercy.jpg,1
1814,Changes,Jim Butcher,Changes.jpg,1
1815,The Walk,Richard Paul Evans,The Walk.jpg,1
1816,A River in the Sky,Elizabeth Peters,A River in the Sky.jpg,1
1817,The Black Cat,Martha Grimes,The Black Cat.jpg,1
1818,The Aloha Quilt,Jennifer Chiaverini,The Aloha Quilt.jpg,1
1819,Cat of the Century,Rita Mae Brown,Cat of the Century.jpg,1
1820,Imperfect Birds,Anne Lamott,Imperfect Birds.jpg,1
1821,Nowhere to Run,C. J. Box,Nowhere to Run.jpg,1
1822,Miss Julia Renews Her Vows,Ann B. Ross,Miss Julia Renews Her Vows.jpg,1
1823,The Last Time I Saw You,Elizabeth Berg,The Last Time I Saw You.jpg,1
1824,The Shadow of Your Smile,Mary Higgins Clark,The Shadow of Your Smile.jpg,1
1825,Every Last One,Anna Quindlen,Every Last One.jpg,1
1826,Wrecked,Carol Higgins Clark,Wrecked.jpg,1
1827,A Mighty Fortress,David Weber,A Mighty Fortress.jpg,1
1828,Beatrice And Virgil [may-10],Martel,Beatrice And Virgil [may-10].jpg,1
1829,The Bride Collector,Ted Dekker,The Bride Collector.jpg,1
1830,Deliver Us from Evil,David Baldacci,Deliver Us from Evil.jpg,1
1831,The Double Comfort Safari Club,Alexander McCall Smith,The Double Comfort Safari Club.jpg,1
1832,This Body of Death,Elizabeth George,This Body of Death.jpg,1
1833,Lucid Intervals,Stuart Woods,Lucid Intervals.jpg,1
1834,Burning Lamp,Amanda Quick,Burning Lamp.jpg,1
1835,Eight Days to Live,Iris Johansen,Eight Days to Live.jpg,1
1836,The 9th Judgment,James Patterson,The 9th Judgment.jpg,1
1837,Lover Mine,J.R. Ward,Lover Mine.jpg,1
1838,Hannah's List,Debbie Macomber,Hannah's List.jpg,1
1839,The God of the Hive,Laurie R. King,The God of the Hive.jpg,1
1840,Island Beneath the Sea,Isabel Allende,Island Beneath the Sea.jpg,1
1841,Return to Sender,Fern Michaels,Return to Sender.jpg,1
1842,Reckless,Andrew Gross,Reckless.jpg,1
1843,Dead in the Family,Charlaine Harris,Dead in the Family.jpg,1
1844,Presumed Innocent,Scott Turow,Presumed Innocent.jpg,1
1845,Blue-Eyed Devil,Robert B. Parker,Blue-Eyed Devil.jpg,1
1846,Tell-All,Chuck Palahniuk,Tell-All.jpg,1
1847,The Imperfectionists,Tom Rachman,The Imperfectionists.jpg,1
1848,The Scent of Rain and Lightning,Nancy Pickard,The Scent of Rain and Lightning.jpg,1
1849,Heart of the Matter,Emily Giffin,Heart of the Matter.jpg,1
1850,Fever Dream,Lincoln Child,Fever Dream.jpg,1
1851,Executive Intent,Dale Brown,Executive Intent.jpg,1
1852,61 Hours,Lee Child,61 Hours.jpg,1
1853,Storm Prey,John Sandford,Storm Prey.jpg,1
1854,A Secret Affair,Mary Balogh,A Secret Affair.jpg,1
1855,Supreme Justice,Phillip Margolin,Supreme Justice.jpg,1
1856,Allies,Christie Golden,Allies.jpg,1
1857,Blockade Billy,Stephen King,Blockade Billy.jpg,1
1858,Dangerous,Diana Palmer,Dangerous.jpg,1
1859,Bullet,Laurell K. Hamilton,Bullet.jpg,1
1860,The Spy,Clive Cussler,The Spy.jpg,1
1861,The Burning Wire,Jeffery Deaver,The Burning Wire.jpg,1
1862,Robert Ludlum's (TM) The Bourne Objective,Eric Van Lustbader,Robert Ludlum's (TM) The Bourne Objective.jpg,1
1863,The Rule of Nine,Steve Martini,The Rule of Nine.jpg,1
1864,The Particular Sadness of Lemon Cake,Aimee Bender,The Particular Sadness of Lemon Cake.jpg,1
1865,The Lion,Nelson DeMille,The Lion.jpg,1
1866,The Passage,Justin Cronin,The Passage.jpg,1
1867,Death Echo,Elizabeth Lowell,Death Echo.jpg,1
1868,The Overton Window,Glenn Beck,The Overton Window.jpg,1
1869,Whiplash,Catherine Coulter,Whiplash.jpg,1
1870,Frankenstein: Lost Souls,Dean Koontz,Frankenstein: Lost Souls.jpg,1
1871,Lowcountry Summer,Dorothea Benton Frank,Lowcountry Summer.jpg,1
1872,Spies of the Balkans,Alan Furst,Spies of the Balkans.jpg,1
1873,Imperial Bedrooms,Bret Easton Ellis,Imperial Bedrooms.jpg,1
1874,That Perfect Someone,Johanna Lindsey,That Perfect Someone.jpg,1
1875,Sizzling Sixteen,Janet Evanovich,Sizzling Sixteen.jpg,1
1876,Family Ties,Danielle Steel,Family Ties.jpg,1
1877,Mission of Honor,David Weber,Mission of Honor.jpg,1
1878,Broken,Karin Slaughter,Broken.jpg,1
1879,"The Fable of the Bees: Or, Private Vices, Public Benefits; with an Essay on Charity and Charity-schools and a Search Into the Nature of Society",Bernard de Mandeville,"The Fable of the Bees: Or, Private Vices, Public Benefits; with an Essay on Charity and Charity-schools and a Search Into the Nature of Society.jpg",1
1880,Foreign Influence,Brad Thor,Foreign Influence.jpg,1
1881,Ice Cold,Tess Gerritsen,Ice Cold.jpg,1
1882,In the Name of Honor,Richard North Patterson,In the Name of Honor.jpg,1
1883,The Thousand Autumns of Jacob de Zoet,David Mitchell,The Thousand Autumns of Jacob de Zoet.jpg,1
1884,The Search,Nora Roberts,The Search.jpg,1
1885,The Island,Elin Hilderbrand,The Island.jpg,1
1886,Undead and Unfinished,MaryJanice Davidson,Undead and Unfinished.jpg,1
1887,Still Missing,Chevy Stevens,Still Missing.jpg,1
1888,Fly Away Home,Jennifer Weiner,Fly Away Home.jpg,1
1889,The Glass Rainbow,James Lee Burke,The Glass Rainbow.jpg,1
1890,Faithful Place,Tana French,Faithful Place.jpg,1
1891,Live to Tell,Lisa Gardner,Live to Tell.jpg,1
1892,Rules of Betrayal,Christopher Reich,Rules of Betrayal.jpg,1
1893,The Rembrandt Affair,Daniel Silva,The Rembrandt Affair.jpg,1
1894,Fatal Alliance: Star Wars Legends (The Old Republic),Sean Williams,Fatal Alliance: Star Wars Legends (The Old Republic).jpg,1
1895,Shadow Zone,Iris Johansen,Shadow Zone.jpg,1
1896,A Dog's Purpose,W. Bruce Cameron,A Dog's Purpose.jpg,1
1897,Star Island,Carl Hiaasen,Star Island.jpg,1
1898,Super Sad True Love Story,Gary Shteyngart,Super Sad True Love Story.jpg,1
1899,Queen of the Night,J. A. Jance,Queen of the Night.jpg,1
1900,Waking the Witch,Kelley Armstrong,Waking the Witch.jpg,1
1901,The Cookbook Collector,Allegra Goodman,The Cookbook Collector.jpg,1
1902,The Red Queen,Philippa Gregory,The Red Queen.jpg,1
1903,Hangman,Faye Kellerman,Hangman.jpg,1
1904,Scarlet Nights,Jude Deveraux,Scarlet Nights.jpg,1
1905,In Harm's Way,Ridley Pearson,In Harm's Way.jpg,1
1906,Tough Customer,Sandra Brown,Tough Customer.jpg,1
1907,Veil of Night,Linda Howard,Veil of Night.jpg,1
1908,The Vigilantes,W. E. B. Griffin,The Vigilantes.jpg,1
1909,Death on the D-List,Nancy Grace,Death on the D-List.jpg,1
1910,Cure,Robin Cook,Cure.jpg,1
1911,The Postcard Killers,James Patterson,The Postcard Killers.jpg,1
1912,The Cobra,Frederick Forsyth,The Cobra.jpg,1
1913,Three Stations,Martin Cruz Smith,Three Stations.jpg,1
1914,Last Night at Chateau Marmont,Lauren Weisberger,Last Night at Chateau Marmont.jpg,1
1915,Crossfire,Dick Francis,Crossfire.jpg,1
1916,I'd Know You Anywhere LP,Laura Lippman,I'd Know You Anywhere LP.jpg,1
1917,The Last Lie,Stephen White,The Last Lie.jpg,1
1918,Tempted by Trouble,Eric Jerome Dickey,Tempted by Trouble.jpg,1
1919,Spider Bones,Kathy Reichs,Spider Bones.jpg,1
1920,Bearers of the Black Staff,Terry Brooks,Bearers of the Black Staff.jpg,1
1921,Juliet,Anne Fortier,Juliet.jpg,1
1922,Freedom,Jonathan Franzen,Freedom.jpg,1
1923,Dark Peril,Christine Feehan,Dark Peril.jpg,1
1924,Lost Empire,Clive Cussler,Lost Empire.jpg,1
1925,The Way of Kings,Brandon Sanderson,The Way of Kings.jpg,1
1926,Body Work,Sara Paretsky,Body Work.jpg,1
1927,Maybe This Time,Jennifer Crusie,Maybe This Time.jpg,1
1928,No Mercy,Sherrilyn Kenyon,No Mercy.jpg,1
1929,Getting to Happy,Terry McMillan,Getting to Happy.jpg,1
1930,Ape House,Sara Gruen,Ape House.jpg,1
1931,Zero History,William Gibson,Zero History.jpg,1
1932,The High King of Montival,S. M. Stirling,The High King of Montival.jpg,1
1933,Dexter Is Delicious,Jeff Lindsay,Dexter Is Delicious.jpg,1
1934,Safe Haven,Nicholas Sparks,Safe Haven.jpg,1
1935,Wicked Appetite,Janet Evanovich,Wicked Appetite.jpg,1
1936,Warlord,Ted Bell,Warlord.jpg,1
1937,Room,Emma Donoghue,Room.jpg,1
1938,Her Daughter's Dream,Francine Rivers,Her Daughter's Dream.jpg,1
1939,A Secret Kept,Tatiana de Rosnay,A Secret Kept.jpg,1
1940,Bad Blood,John Sandford,Bad Blood.jpg,1
1941,Mini Shopaholic,Sophie Kinsella,Mini Shopaholic.jpg,1
1942,The Fall,Guillermo Del Toro,The Fall.jpg,1
1943,Santa Fe Edge,Stuart Woods,Santa Fe Edge.jpg,1
1944,Muhammad,Deepak Chopra,Muhammad.jpg,1
1945,Fall of Giants,Ken Follett,Fall of Giants.jpg,1
1946,Squirrel Seeks Chipmunk,David Sedaris,Squirrel Seeks Chipmunk.jpg,1
1947,Naked Heat,Richard Castle,Naked Heat.jpg,1
1948,Legacy,Danielle Steel,Legacy.jpg,1
1949,Call Me Mrs. Miracle,Debbie Macomber,Call Me Mrs. Miracle.jpg,1
1950,The Fort,Bernard Cornwell,The Fort.jpg,1
1951,Out of the Dark,David Weber,Out of the Dark.jpg,1
1952,The Reversal,Michael Connelly,The Reversal.jpg,1
1953,Painted Ladies,Robert B. Parker,Painted Ladies.jpg,1
1954,Promise Me,Richard Paul Evans,Promise Me.jpg,1
1955,Gauntlgrym,R. A. Salvatore,Gauntlgrym.jpg,1
1956,The Valcourt Heiress,Catherine Coulter,The Valcourt Heiress.jpg,1
1957,American Assassin,Vince Flynn,American Assassin.jpg,1
1958,Nemesis,Philip Roth,Nemesis.jpg,1
1959,Worth Dying For,Lee Child,Worth Dying For.jpg,1
1960,In the Company of Others,Jan Karon,In the Company of Others.jpg,1
1961,The Twelfth Imam,Joel C. Rosenberg,The Twelfth Imam.jpg,1
1962,Chasing the Night,Iris Johansen,Chasing the Night.jpg,1
1963,Against All Things Ending,Stephen R. Donaldson,Against All Things Ending.jpg,1
1964,The Templar Salvation,Raymond Khoury,The Templar Salvation.jpg,1
1965,Cryoburn,Lois McMaster Bujold,Cryoburn.jpg,1
1966,The Confession,John Grisham,The Confession.jpg,1
1967,Side Jobs,Jim Butcher,Side Jobs.jpg,1
1968,World of Warcraft: Jaina Proudmoore: Tides of War,Christie Golden,World of Warcraft: Jaina Proudmoore: Tides of War.jpg,1
1969,Christmas Eve at Friday Harbor,Lisa Kleypas,Christmas Eve at Friday Harbor.jpg,1
1970,Towers of Midnight,Robert Jordan,Towers of Midnight.jpg,1
1971,Indulgence in Death,J. D. Robb,Indulgence in Death.jpg,1
1972,Moonlight Mile,Dennis Lehane,Moonlight Mile.jpg,1
1973,Edge,Jeffery Deaver,Edge.jpg,1
1974,Hell's Corner,David Baldacci,Hell's Corner.jpg,1
1975,"Full Dark, No Stars",Stephen King,"Full Dark, No Stars.jpg",1
1976,I Still Dream About You,Fannie Flagg,I Still Dream About You.jpg,1
1977,The Distant Hours,Kate Morton,The Distant Hours.jpg,1
1978,Valley Forge,Newt Gingrich,Valley Forge.jpg,1
1979,Crescent Dawn,Clive Cussler,Crescent Dawn.jpg,1
1980,The Athena Project,Brad Thor,The Athena Project.jpg,1
1981,An Object of Beauty,Steve Martin,An Object of Beauty.jpg,1
1982,Port Mortuary,Patricia Cornwell,Port Mortuary.jpg,1
1983,Rescue,Anita Shreve,Rescue.jpg,1
1984,Vortex: Star Wars Legends (Fate of the Jedi),Troy Denning,Vortex: Star Wars Legends (Fate of the Jedi).jpg,1
1985,Dead or Alive,Tom Clancy,Dead or Alive.jpg,1
1986,What the Night Knows (with bonus novella Darkness Under the Sun),Dean Koontz,What the Night Knows (with bonus novella Darkness Under the Sun).jpg,1
1987,The Outlaws,W. E. B. Griffin,The Outlaws.jpg,1
1988,Secrets to the Grave,Tami Hoag,Secrets to the Grave.jpg,1
1989,In Too Deep,Jayne Ann Krentz,In Too Deep.jpg,1
1990,Dead Zero,Stephen Hunter,Dead Zero.jpg,1
1991,Three Seconds,Anders Roslund,Three Seconds.jpg,1
1992,Damage,John Lescroart,Damage.jpg,1
1993,The Judas Gate,Jack Higgins,The Judas Gate.jpg,1
1994,Halo: Cryptum,Greg Bear,Halo: Cryptum.jpg,1
1995,The Inner Circle,Brad Meltzer,The Inner Circle.jpg,1
1996,The Sentry,Robert Crais,The Sentry.jpg,1
1997,Left Neglected,Lisa Genova,Left Neglected.jpg,1
1998,The Lake of Dreams,Kim Edwards,The Lake of Dreams.jpg,1
1999,Shadowfever,Karen Marie Moning,Shadowfever.jpg,1
2000,Strategic Moves,Stuart Woods,Strategic Moves.jpg,1
2001,Call Me Irresistible,Susan Elizabeth Phillips,Call Me Irresistible.jpg,1
2002,Tick Tock,James Patterson,Tick Tock.jpg,1
2003,The Red Garden,Alice Hoffman,The Red Garden.jpg,1
2004,Electric Barracuda,Tim Dorsey,Electric Barracuda.jpg,1
2005,The Weird Sisters,Eleanor Brown,The Weird Sisters.jpg,1
2006,Fatal Error,J.A. Jance,Fatal Error.jpg,1
2007,Blackveil,Kristen Britain,Blackveil.jpg,1
2008,Though Not Dead,Dana Stabenow,Though Not Dead.jpg,1
2009,A Discovery of Witches,Deborah Harkness,A Discovery of Witches.jpg,1
2010,The Secret Soldier,Alex Berenson,The Secret Soldier.jpg,1
2011,A Red Herring Without Mustard,Alan Bradley,A Red Herring Without Mustard.jpg,1
2012,Swamplandia!,Karen Russell,Swamplandia!.jpg,1
2013,A Heartbeat Away,Michael Palmer,A Heartbeat Away.jpg,1
2014,The Twelfth Insight,James Redfield,The Twelfth Insight.jpg,1
2015,Treachery in Death,J. D. Robb,Treachery in Death.jpg,1
2016,Pale Demon,Kim Harrison,Pale Demon.jpg,1
2017,The Union Quilters,Jennifer Chiaverini,The Union Quilters.jpg,1
2018,The Paris Wife,Paula McLain,The Paris Wife.jpg,1
2019,Night Vision,Randy Wayne White,Night Vision.jpg,1
2020,Devil's Food Cake Murder,Joanne Fluke,Devil's Food Cake Murder.jpg,1
2021,The Wise Man's Fear,Patrick Rothfuss,The Wise Man's Fear.jpg,1
2022,Sing You Home,Jodi Picoult,Sing You Home.jpg,1
2023,River Marked,Patricia Briggs,River Marked.jpg,1
2024,Minding Frankie,Maeve Binchy,Minding Frankie.jpg,1
2025,The Night Season,Chelsea Cain,The Night Season.jpg,1
2026,The Jungle,Clive Cussler,The Jungle.jpg,1
2027,Love You More,Lisa Gardner,Love You More.jpg,1
2028,Silent Mercy,Linda Fairstein,Silent Mercy.jpg,1
2029,One of Our Thursdays Is Missing,Jasper Fforde,One of Our Thursdays Is Missing.jpg,1
2030,Dark Prince,Christine Feehan,Dark Prince.jpg,1
2031,Toys,James Patterson,Toys.jpg,1
2032,The Informationist,Taylor Stevens,The Informationist.jpg,1
2033,Live Wire,Harlan Coben,Live Wire.jpg,1
2034,The Saturday Big Tent Wedding Party,Alexander McCall Smith,The Saturday Big Tent Wedding Party.jpg,1
2035,Night Road,Kristin Hannah,Night Road.jpg,1
2036,A Lesson in Secrets,Jacqueline Winspear,A Lesson in Secrets.jpg,1
2037,Cold Wind,C. J. Box,Cold Wind.jpg,1
2038,The Peach Keeper,Sarah Addison Allen,The Peach Keeper.jpg,1
